 名称,许可证号,许可证有效期,地址,经营项目,经营方式,食品类型,主题类型 ,lat,lng,town
 佛山市南海区大沥韵源食品便利店,SP4406821050139609,04/13/2013,佛山市南海区大沥振兴路68号之五号铺,预包装食品,零售, , ,23.106715,113.115416,大沥镇,振兴路
 佛山市南海区裕葡酒业商贸有限公司,SP4406821010140847,04/20/2013,佛山市南海区桂城南一路时代名轩南区12座108号,预包装食品,批发兼零售, , ,23.056694,113.128918,桂城街道,南一路
 佛山市南海区盐步曾永华熟食店,SP4406821050139633,09/30/2012,佛山市南海区盐步盐秀路聚龙路段天隆城8075号档,散装食品,零售, , ,23.092681,113.192564,大沥镇,聚龙大道
 佛山市南海区沈记杂货店,SP4406821050139916,04/14/2013,佛山市南海区桂城林岳西二村大道1号,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海盐步瑞桥百货店,SP4406821050140369,04/16/2013,佛山市南海区大沥镇盐步横江东门大街11号,预包装食品,零售, , ,23.115179,113.164563,大沥镇,东门大街
 佛山市南海区盐步凌安福熟食店,SP4406821050139641,10/15/2012,佛山市南海区盐步东秀街铺3A号档,散装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区西樵鑫琳杂货店,SP4406821050139721,04/13/2013,佛山市南海区西樵山根岗头涌综合市场南面4-7号铺位,预包装食品,零售, , ,22.932934,112.973791,西樵镇,
 佛山市南海区保御凉茶店,SP4406821050139246,04/12/2013,佛山市南海区桂城平洲平西聚龙二大道新四巷1号,预包装食品,零售, , ,23.035371,113.188345,桂城街道,怡居路
 佛山市南海区德御凉茶店,SP4406821050139447,04/12/2013,佛山市南海区平洲平西市场旧校4号铺,预包装食品,零售, , ,23.024693,113.188763,桂城街道,平西街
 佛山市南海区茶基便利店,SP4406821050139279,04/12/2013,佛山市南海区桂城叠南茶基新村109号,预包装食品,零售, , ,23.057932,113.119648,桂城街道,茶基新村
 佛山市南海区大沥青旺食品批发部,SP4406821050140457,04/16/2013,佛山市南海区大沥大发市场东排506号,预包装食品,批发兼零售, , ,23.109734,113.124559,大沥镇,广佛路
 佛山市南海区星悦便利店,SP4406821050139262,04/12/2013,佛山市南海区桂城夏北洲表村石西围心三巷1号首层,预包装食品,零售, , ,23.061357,113.161731,桂城街道,围心五巷
 佛山市南海区西樵方军清杂货店,SP4406821050138989,11/03/2012,佛山市南海区西樵太平朝阳商铺北边铁棚6号,预包装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区西樵腾发茶叶店,SP4406821050138972,11/03/2012,佛山市南海区西樵官山海北东路183号之2,预包装食品,零售, , ,23.126211,113.103123,大沥镇,敦和村新区北东路
 佛山市南海区瑞颐堂凉茶店,SP4406821050139254,04/12/2013,佛山市南海区平洲平北六村大德围平七支路八座2号铺,预包装食品,零售, , ,23.035463,113.191537,桂城街道,大德路
 佛山市南海区西樵初江杂货店,SP4406821050138964,10/15/2012,佛山市南海区西樵镇上金瓯松塘桂香开发区,预包装食品,零售, , ,22.988224,112.910126,西樵镇,S269(大岗东路)
 佛山市南海区翠瑞茶荘,SP4406821050139287,04/12/2013,佛山市南海区桂城平洲东村一路11号1楼,预包装食品,零售, , ,22.943904,113.254669,北滘镇,隔涌村一路
 佛山市南海区西樵张龙实杂货店,SP4406821050138892,09/29/2012,佛山市南海区西樵联新第一村小组大淀区,预包装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区大沥杨小穗小卖部,SP4406821050139625,04/13/2013,佛山市南海区大沥水头蛇北村大树里四巷1号,预包装食品,零售, , ,23.094003,113.128792,大沥镇,水头工业区南一路
 佛山市南海九江倪华容熟食档,SP4406821050138913,07/08/2012,佛山市南海九江洛浦汇港城综合市场孰食26号档,散装食品,零售, , ,22.838823,113.019244,九江镇,G325(广南线)
 佛山市南海区黄岐鸿生综合店,SP4406821050138930,04/09/2013,佛山市南海区大沥镇黄岐黄岐花园十座,预包装食品,零售, , ,23.11908,113.195547,大沥镇,花园路
 佛山市南海区肇泉桶装水经营部,SP4406821050139730,04/13/2013,佛山市南海区狮山镇松岗石碣卫生站侧商铺,预包装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区盐步张晏蜂产品店,SP4406821050138809,09/28/2012,佛山市南海区盐步大道华厦花园商场首层58号铺,预包装食品兼散装食品,零售, , ,23.099907,113.171836,大沥镇,盐步大道
 佛山市南海区丹灶镇梁田养杂货店,SP4406821050139519,04/13/2013,佛山市南海区丹灶镇罗行圩口何家村经济社新建混凝土结构铺位南起第13间,预包装食品,零售, , ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区盐步刘传军烧腊店,SP4406821050138794,09/30/2012,佛山市南海区盐步盐秀路聚龙路段天隆城8072号档,散装食品,零售, , ,23.092681,113.192564,大沥镇,聚龙大道
 佛山市南海区桂城全盈百货店,SP4406821050138850,04/08/2013,佛山市南海区桂城平南大关刀工业区厂房,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区盐步峗素琼熟食店,SP4406821050138727,09/23/2012,佛山市南海区盐步盈丰市场主体212、214号铺,散装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区丹灶竹鑫杂货店,SP4406821050139502,04/13/2013,佛山市南海区丹灶镇高海村西村、右江村小组“大朗”地段何汝其（展览综合楼B栋）首层铺13-14号,预包装食品,零售, , ,23.047089,112.950536,丹灶镇,右江村街
 佛山市南海区丹灶守柱杂货店,SP4406821050139535,04/13/2013,佛山市南海区丹灶镇石联石东村甲木岗石东员工村9号,预包装食品,零售, , ,23.025886,113.163847,桂城街道,庆安路
 佛山市南海沙头黄新英杂货店,SP4406821050138671,12/01/2012,佛山市南海区九江镇沙头水南村青叟社青平路雅怡居B座3号,预包装食品兼散装食品,零售, , ,22.911889,113.019815,九江镇,青平南路
 佛山市南海五道梁品贸易有限公司,SP4406821010139830,04/14/2013,佛山市南海区桂城天佑北路12号南海创业园七楼705号,预包装食品,批发兼零售, , ,23.034479,113.137934,桂城街道,天佑北路
 佛山市南海区大沥周仲明食杂店,SP4406821050139375,04/12/2013,佛山市南海区大沥大发市场中排608号,预包装食品兼散装食品,批发兼零售, , ,23.109734,113.124559,大沥镇,广佛路
 广东新巴克威宝酒业有限公司,SP4406821010140734,04/19/2013,佛山市南海区西樵文明路3号,预包装食品,批发兼零售, , ,22.942944,112.970916,西樵镇,文明路
 佛山市南海九江陈亦仪熟食店,SP4406821050138583,07/08/2012,佛山市南海区九江洛浦汇港城综合市场熟食30号,散装食品,零售, , ,22.838823,113.019244,九江镇,G325(广南线)
 佛山市南海区西樵大同锦记粮油杂货店,SP4406821050138606,11/03/2012,佛山市南海区西樵镇大同村民小组大同西路30号,预包装食品,零售, , ,22.891412,112.983217,西樵镇,吉祥街
 佛山市南海区龙之福食品商行,SP4406821050138786,04/08/2013,佛山市南海区桂城叠南圣堂村611号综合大楼四号商铺,预包装食品,零售, , ,23.031897,113.149299,桂城街道,南兴工业大道
 佛山市南海区至醇茶叶店,SP4406821050139844,04/14/2013,佛山市南海区桂城花苑广场2座9、10号铺,预包装食品兼散装食品,零售, , ,23.035185,113.14497,桂城街道,南桂东路
 佛山市南海区西樵张玉林杂货店,SP4406821050138622,08/12/2012,佛山市南海区西樵樵乐路上坦楼首层24号,预包装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海松岗衡合商店,SP4406821050139061,04/09/2013,佛山市南海区松岗龙头棚岗工业区十字路口旁首层铺位,预包装食品兼散装食品,零售, , ,23.165777,113.112357,狮山镇,Y399(松石路)
 佛山市南海区盐步朱瑞芳熟食店,SP4406821050138323,09/22/2012,佛山市南海区盐步横江劲龙综合市场烧腊档位1号,散装食品,零售, , ,23.110561,113.165241,大沥镇,横沙路
 佛山市南海区小塘燕雄米行,SP4406821050138204,04/06/2013,佛山市南海区小塘城区永安路商贸大楼首层右侧,预包装食品兼散装食品,零售, , ,23.099157,112.977493,狮山镇,四环路
 佛山市南海区孖九综合店,SP4406821050138778,04/08/2013,佛山市南海区桂城佛平二路首层98号铺,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区多拉美商店,SP4406821050139004,04/09/2013,佛山市南海区狮山镇松岗松夏工业城（宿舍）首层铺位,预包装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区圭考电话服务部,SP4406821050138307,04/06/2013,佛山市南海区狮山镇万石村元岗市场侧新铺1号,预包装食品,零售, , ,23.18528,113.078684,狮山镇,X493(松岗大道)
 佛山市南海区西樵新乐杂货店,SP4406821050138518,04/07/2013,佛山市南海区西樵民乐六队敦伦村C座5号铺,预包装食品,零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区丹灶圩焕丽杂货店,SP4406821150181061,01/16/2014,佛山市南海区丹灶镇城区顺景楼A座贮物室四号,预包装食品,零售, , ,23.059389,113.043887,狮山镇,平安街
 佛山市南海区大沥南羊副食品店,SP4406821150180680,01/11/2014,佛山市南海区大沥镇盐步穗盐东路花地湾雍景豪园雍景商城B座30号二楼,预包装食品,零售, , ,23.099059,113.193395,大沥镇,穗盐东路辅路
 佛山市南海区石门中学小卖部,SP4406821110180837,01/12/2014,佛山市南海区黄岐北村石门中学内,预包装食品、乳制品,零售, , ,23.125785,113.180502,大沥镇,北环路
 佛山市南海区桂城水生便利店,SP4406821150180913,01/13/2014,佛山市南海区桂城东二南兴大街十九巷1号,预包装食品,零售, , ,23.034209,113.144472,桂城街道,南兴大街
 佛山市南海区松岗山南伦记小卖部,SP4406821150180868,01/12/2014,佛山市南海区松岗山南街首村112号,预包装食品、散装食品、乳制品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区彤鸿烟酒商行,SP4406821150180905,01/13/2014,佛山市南海区桂城东二南兴大街1号首层之一,预包装食品,零售, , ,23.032204,113.144514,桂城街道,南兴大街
 佛山市南海区西樵阿超杂货店,SP4406821150180518,01/09/2014,佛山市南海区西樵官山圩建新街三巷1号首层,预包装食品、乳制品,零售, , ,23.129161,112.89928,丹灶镇,三村新街
 佛山市南海区和顺王文华百货店,SP4406821150180989,01/13/2014,佛山市南海区里水镇和顺白岗村委会文教路南侧1号商铺,预包装食品,零售, , ,23.236455,113.141594,里水镇,棠白路
 佛山市南海区里水云香旅店,SP4406821110180999,01/13/2014,佛山市南海区里水镇夏塘路20号,预包装食品,零售, , ,23.198049,113.154379,里水镇,夏塘路
 佛山市南海区和顺嘉韵烟酒商店,SP4406821150180972,01/13/2014,佛山市南海区里水镇和顺金泰市场D2-10、2号铺,预包装食品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区里水锦宏商店,SP4406821150180964,01/13/2014,佛山市南海区里水镇布新村里官路藤将家具厂楼下,预包装食品,零售, , ,23.216075,113.095716,里水镇,S82(佛山一环)
 佛山市南海区里水如意茶叶日杂商店,SP4406821150180956,01/13/2014,佛山市南海区里水镇麻奢石路7号,散装食品,零售, , ,23.216896,113.113093,里水镇,里官路
 佛山市南海区乔良便利店,SP4406821150180825,01/12/2014,佛山市南海区桂城天佑六路桂兴住宅一区6号楼首层铺B边,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区黄岐岐盛冷冻食品经营部,SP4406821150181713,01/24/2014,佛山市南海区大沥镇黄岐北海路1-2号,预包装食品,批发兼零售, , ,23.085319,113.157682,大沥镇,北海路
 佛山市南海区润仕食品经营部,SP4406821150180794,01/12/2014,佛山市南海区桂城三山中区村南村小组8号铺,预包装食品,零售, , ,23.027292,113.222322,桂城街道,南村教育路
 佛山市南海区刘陈小卖部,SP4406821150180446,01/09/2014,佛山市南海区松岗龙头村龙头大道342号,预包装食品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区松岗天泳饮用水服务部,SP4406821150180841,01/12/2014,佛山市南海区松岗石碣禅炭路新企路段东恒有色金属制品厂11号铺,预包装食品,零售, , ,23.068403,113.050708,狮山镇,机场路
 佛山市南海区松岗符川小卖部,SP4406821150181174,01/16/2014,佛山市南海区松岗龙头村黄氏祠堂篮球场387号商铺,预包装食品、散装食品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区罗村维唯商店,SP4406821150180655,01/10/2014,佛山市南海区罗村务庄小丰田上朗工业区南公寓楼首层101铺,预包装食品,零售, , ,23.040045,113.054127,张槎街道,上朗针织南一路
 佛山市南海金银龙商行,SP4406821150180743,01/11/2014,佛山市南海区西樵镇大德综合城第1座8号,预包装食品,零售, , ,22.932598,112.997663,西樵镇,
 佛山市南海区西樵便客坊杂货店,SP4406821150180495,01/09/2014,佛山市南海区西樵沿江路边Ｂ座6号铺,预包装食品,零售, , ,23.128719,113.087025,狮山镇,路边大道
 佛山市南海区九江湘许人家湘菜馆,SP4406821150180702,01/11/2014,佛山市南海区九江镇梅圳村上北大道农科站内商业街综合楼2F号商铺,预包装食品,零售, , ,23.129717,113.001205,狮山镇,丽怡路
 佛山市南海区桂城莫小燕西饼屋,SP4406821150180809,01/12/2014,佛山市南海区桂城文华北路23号星晖园3号楼8号商铺,预包装食品、散装食品,零售, , ,23.062626,113.119371,桂城街道,文华北路
 佛山市南海区泳铖商店,SP4406821150180575,01/10/2014,佛山市南海区桂城天佑六路（原南兴六路）4号首层4-7号铺,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区松岗去得过小卖部,SP4406821150180358,01/06/2014,佛山市南海区狮山镇松岗石泉铁坑沈村村口,预包装食品,零售, , ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海西樵百润商店,SP4406821150180735,01/11/2014,佛山市南海区西樵镇西樵衡峰商业街第2幢一楼212号,预包装食品、乳制品,批发兼零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区大沥思乐牛奶配送部,SP4406821150180671,01/11/2014,佛山市南海区大沥镇盐步街道青龙大道北五巷5号首层之一,乳制品,零售, , ,23.088609,113.174153,大沥镇,青龙大道
 佛山市南海区西樵鼎轩副食品商店,SP4406821150180487,01/09/2014,佛山市南海区西樵崇南路段樵金路9号,预包装食品,零售, , ,22.949729,112.979865,西樵镇,S113(樵金路)
 佛山市南海区小塘狮西华生自选商场,SP4406821150180077,01/05/2014,佛山市南海区小塘狮西华平村,预包装食品、乳制品,零售, , ,22.799029,113.275646,大良街道,G105(京珠线)
 佛山市种豆得瓜贸易有限公司,SP4406821110180095,01/05/2014,佛山市南海区里水镇洲村荔浦公寓C1座地下06号铺,预包装食品,批发, , ,23.182532,113.195009,里水镇,里广路
 佛山市南海区康晨粮油店,SP4406821150180307,01/06/2014,佛山市南海区松岗塘联永合农贸综合市场B1、B3号,预包装食品、散装食品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区狮山晶贝百货店,SP4406821150180190,01/05/2014,佛山市南海区狮山塘头白边村永华盛综合市场内A1号铺,预包装食品、乳制品,零售, , ,23.101482,113.002345,狮山镇,兴业西路辅路
 佛山市南海区西樵华洋杂货店,SP4406821150179966,01/04/2014,佛山市南海区西樵镇朝阳市场北边铁棚6号铺,预包装食品,零售, , ,22.93907,112.90363,西樵镇,朝阳路
 佛山市南海区泳民杂货店,SP4406821050179740,12/30/2013,佛山市南海区大沥镇黄岐白沙兴联北路自编1至5号商铺A座首层1号商铺,预包装食品,零售, , ,23.140589,113.19785,大沥镇,兴联北路
 佛山市南海区桂城龙腾居茶行,SP4406821150180399,01/06/2014,佛山市南海区桂城南海大道北13号105号铺,预包装食品,零售, , ,23.061324,113.134076,桂城街道,南海大道
 佛山市南海区西樵葡淘园西饼屋,SP4406821150180462,01/09/2014,佛山市南海区西樵山根村民委员会上沙新村2号之1铺位,散装食品,零售, , ,22.924794,113.010209,西樵镇,S269
 佛山市南海区西樵聚贤商行,SP4406821150179974,01/04/2014,佛山市南海区西樵镇路边陈综合楼首层3号铺,预包装食品,零售, , ,22.952291,112.98401,西樵镇,解放路
 佛山市南海区朱廷丽商店,SP4406821150181924,01/26/2014,佛山市南海区小塘狮西新鹰六街3号何昭太5号铺,预包装食品、散装食品,零售, , ,23.055037,113.187018,桂城街道,环村路
 佛山市南海区西樵广登杂货店,SP4406821150179958,01/04/2014,佛山市南海区西樵路边陈综合楼首层1号,预包装食品,零售, , ,22.952291,112.98401,西樵镇,解放路
 佛山市南海区桂城益生茶叶经营部,SP4406821150180315,01/06/2014,佛山市南海区桂城季华七路2号怡翠玫瑰园29-31座1层P101铺,预包装食品,零售, , ,23.012569,113.1404,石湾镇街道,季华七路
 佛山市南海区大沥煜凯食品便利店,SP4406821050179723,12/30/2013,佛山市南海区大沥城南一路金雅轩广场A1座H19A号商铺,预包装食品,零售, , ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区大沥盐步海珍百货店,SP4406821150179896,01/03/2014,佛山市南海区大沥镇盐步河东建和村51号首层,预包装食品,零售, , ,23.097554,113.178991,大沥镇,联胜村
 佛山市南海区桂城百明达牛奶专卖店,SP4406821150180270,01/06/2014,佛山市南海区桂城南约第八住宅区25号,预包装食品,零售, , ,23.036981,113.144688,桂城街道,南桂东路
 佛山市南海区大沥镇黄岐单兴豪副食品店,SP4406821150180786,01/11/2014,佛山市南海区大沥镇黄岐鄱阳西路嘉洲市场210号,散装食品,零售, , ,23.117983,113.172538,大沥镇,大同大街
 佛山市南海区大沥镇黄岐嘉洲市场周宗明副食档,SP4406821150180760,01/11/2014,佛山市南海区大沥镇黄岐鄱阳西路嘉洲市场203号铺,散装食品,零售, , ,23.117983,113.172538,大沥镇,大同大街
 佛山市南海区大沥镇黄岐宁伟英副食档,SP4406821150180751,01/11/2014,佛山市南海区大沥镇黄岐鄱阳西路嘉洲市场212号,散装食品,零售, , ,23.117983,113.172538,大沥镇,大同大街
 佛山市南海区全晴冻品档,SP4406821150180253,01/06/2014,佛山市南海区桂城叠南汇泉农贸市场冰鲜7号档,预包装食品兼散装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区松岗马飞商店,SP4406821150180288,01/06/2014,佛山市南海区松岗石泉上西坑村11巷2号,预包装食品,零售, , ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区里水荣社商店,SP4406821050177081,12/08/2013,佛山市南海区里水镇邓岗北隅村渡头路新一巷1号之二,预包装食品兼散装食品,零售, , ,23.191618,113.152566,里水镇,里水大道
 佛山市南海区平洲桐记小卖部,SP4406821150180245,01/06/2014,佛山市南海区桂城平洲夏北聚龙,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
 佛山市南海区益元堂食品店,SP4406821050165533,09/02/2013,佛山市南海区桂城平洲平西聚龙村南二大道新四巷1号之三,预包装食品,零售, , ,23.035371,113.188345,桂城街道,怡居路
 佛山市南海区桂城西约燕丽综合店,SP4406821150180237,01/06/2014,佛山市南海区桂城南四路26号,预包装食品,零售, , ,23.042452,113.13672,桂城街道,南四路
 佛山市南海区零语便利店,SP4406821050165525,09/02/2013,佛山市南海区桂城海六路海景花园海燕楼首层17号商铺,预包装食品,零售, , ,23.061986,113.138311,桂城街道,南六路
 珠海嘉伦药业集团光彩大药房连锁有限公司平彩分店,SP4406821010165493,09/02/2013,佛山市南海区桂城平洲新市场3-5号,预包装食品,零售, , ,23.184831,113.078887,狮山镇,X493(松岗大道)
 佛山市南海区兰美便利店,SP4406821050165478,09/02/2013,佛山市南海区桂城平洲夏北洲表工业区,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
 佛山市南海区大沥侨元小卖部,SP4406821050165218,08/31/2013,佛山市南海区大沥沥西三村禅炭路三村大道牌坊以北第18间,预包装食品,零售, , ,23.124241,113.102163,大沥镇,东一路
 佛山市南海区西樵陈丽娟饮用水店,SP4406821050165710,09/05/2013,佛山市南海区西樵爱国上朗大道30号,预包装食品,零售, , ,22.944998,112.952322,西樵镇,上塱大道
 佛山市南海区里水良和包子店,SP4406821050165195,08/31/2013,佛山市南海区里水镇和顺官和路北36号,散装食品,零售, , ,23.245969,113.118844,里水镇,官和路
 佛山市南海区里水谷香面包店,SP4406821050164924,08/30/2013,佛山市南海区里水镇胜利河塱沙上庄大道旁,预包装食品兼散装食品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区大沥镇范锦芳烧腊店,SP4406821050165592,09/05/2013,佛山市南海区大沥沥丰市场烧腊档4号,散装食品,零售, , ,23.116412,113.114189,大沥镇,市场大道
 佛山市南海区黄岐祥记腊味店,SP4406821050165988,09/07/2013,佛山市南海区大沥镇黄岐岐丰市场231号,预包装食品兼散装食品,零售, , ,23.118224,113.182811,大沥镇,牡丹路
 佛山市南海区刘茂春百货店,SP4406821050165291,09/01/2013,佛山市南海区狮山招大平一村（土名：王芝朗）,预包装食品,零售, , ,23.083511,113.031763,狮山镇,Y115(招大路)
 佛山市南海区浠淇点心店,SP4406821050165890,09/07/2013,佛山市南海区桂城街道南一路31号时代名轩南区首层商铺105号之二,预包装食品兼散装食品,零售, , ,23.056694,113.128918,桂城街道,南一路
 佛山市南海区平洲明珠咖啡厅,SP4406821050165427,09/02/2013,佛山市南海区桂城平洲新市场3路9号,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
 佛山市南海区罗村伟梅综合店,SP4406821050165179,08/31/2013,佛山市南海区罗村乐安乐城二路北10号1-49号,预包装食品,零售, , ,23.072531,113.097116,大沥镇,乐城一路
 佛山市南海区东一兴副食品商店,SP4406821050165402,09/02/2013,佛山市南海区桂城街道佛平新路夏西段（南粤酒类市场）第7座A2,预包装食品,零售, , ,23.032211,113.104865,祖庙街道,建设一街
 佛山市南海区九江埠记日用品店,SP4406821050165259,09/01/2013,佛山市南海区九江镇梅圳村梅东桥周家荣铺位首层之三,预包装食品,零售, , ,23.074541,113.029545,狮山镇,佳琪路
 佛山市南海区里水李厚金商店,SP4406821050164916,08/30/2013,佛山市南海区里水镇胜利河塱沙上庄大道,预包装食品,零售, , ,23.214993,113.181187,里水镇,东秀路
 佛山市南海区大沥招兴百货店,SP4406821050165961,09/07/2013,佛山市南海区大沥镇盐步南国小商品城中区2街38号铺,预包装食品,零售, , ,23.106222,113.147794,大沥镇,广东南国小商品城中区二街
 佛山市南海区文汉桶装水店,SP4406821050165066,08/31/2013,佛山市南海区罗村城中路1号园景楼4号,预包装食品,零售, , ,23.060847,113.039877,狮山镇,城中路
 佛山市南海区常虹粮油店,SP4406821050165398,09/02/2013,佛山市南海区桂城平洲平南罗冲铺位A20号,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
 佛山市南海区西陂杂货店,SP4406821050165380,09/02/2013,佛山市南海区桂城平洲平南市场桥南8号铺,预包装食品,零售, , ,23.026154,113.194018,桂城街道,佛平五路
 佛山市南海区渝发白酒商行,SP4406821050166317,09/12/2013,佛山市南海区大沥镇黄岐永盛农副产品综合市场商铺64号,散装食品,零售, , ,23.114011,113.192473,大沥镇,S81(广州环城高速)
 佛山市南海区乐客多便利店,SP4406821050165550,09/02/2013,佛山市南海区大沥镇黄岐建设大道1号中海金沙湾中区商业B07号,预包装食品,零售, , ,23.140756,113.202326,大沥镇,沙溪大道
 佛山市南海区大沥翔泰百货店,SP4406821050164471,07/30/2012,佛山市南海区大沥沥南市场10号铺,预包装食品,零售, , ,23.103153,113.109998,大沥镇,钟边大道
 佛山市南海区西樵兄弟杂货店,SP4406821050163591,08/19/2013,佛山市南海区西樵沙边旧村12号,预包装食品,批发兼零售, , ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区里水王世斌综合店,SP4406821050164810,08/29/2013,佛山市南海区里水镇得胜村学基塘九组康和市旁10号,预包装食品,零售, , ,23.217496,113.151062,里水镇,得胜村东道
 佛山市南海区桂城建香百货店,SP4406821050164869,08/30/2013,佛山市南海区桂城平西村上良村民小组,预包装食品,零售, , ,23.023898,113.18825,桂城街道,上良南街
 佛山市南海吴发锦小卖部,SP4406821050164414,08/26/2013,佛山市南海区狮山招大新平塘村口（土名：鹅房）商铺地下1号,预包装食品,零售, , ,23.110288,113.003492,狮山镇,佛山一环辅路
 佛山市南海区潮源酒行,SP4406821050164756,08/29/2013,佛山市南海区桂城海三路佛山模具厂宿舍楼首层4-5号铺,预包装食品,零售, , ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区狮山刘艳小卖部,SP4406821050164447,08/26/2013,佛山市南海区小塘莲子塘南岗头陈勋1号铺,预包装食品,零售, , ,23.139639,112.947524,狮山镇,S263(广云路)
 佛山市南海区悠乐咖啡厅,SP4406821050164650,08/26/2013,佛山市南海区桂城街道西约西园停车场侧,预包装食品,零售, , ,23.050443,113.139503,桂城街道,海三路
 佛山市南海区丹灶胜攀百货商店,SP4406821050165040,08/31/2013,佛山市南海区丹灶镇罗西公路罗行圩南边路口的员工村麦伟明商铺10号铺,预包装食品,零售, , ,23.032269,112.945127,丹灶镇,金沙罗行新圩二街
 佛山市南海畅余杂货店,SP4406821050164383,08/26/2013,佛山市南海区大沥镇黄岐沙溪工业园第3号地首层2号商铺,预包装食品,零售, , ,23.162283,112.893964,西南街道,月桂一路
 佛山市南海区大沥晨旺桶装水店,SP4406821050165200,08/31/2013,佛山市南海区大沥镇盐步穗盐东路花地湾雍景豪园帝景台15座101号铺,预包装食品,零售, , ,23.097769,113.193025,大沥镇,穗盐东路辅路
 佛山市南海区里水嘉品盐焗食品店,SP4406821050164949,08/31/2013,佛山市南海区里水镇夏塘路新天地广场北路路口第二间铺,散装食品,零售, , ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区王守微食品店,SP4406821050164692,08/29/2013,佛山市南海区罗村北湖二路豪润名苑13座铺位13号,预包装食品,零售, , ,23.063987,113.051196,狮山镇,桂丹路辅路
 佛山市南海区桂城怡美佳百货店,SP4406821050164633,08/26/2013,佛山市南海区桂城街道平西村东平路以北地段（综合楼）首层112铺,预包装食品,零售, , ,23.042302,113.10713,祖庙街道,高基街
 佛山市南海区西樵百乐屯杂货店,SP4406821050164844,08/29/2013,佛山市南海区西樵太平管理区大坳南汇泉科技工业园B区,预包装食品,零售, , ,23.168346,112.986619,狮山镇,北园东路
 佛山市南海区丹灶镇旺奶杂货店,SP4406821050164973,08/31/2013,佛山市南海区丹灶镇丹灶社区商业大道28号首层铺位之一,预包装食品,零售, , ,23.041439,112.91458,丹灶镇,商业大道
 佛山市南海区金鸿泰贸易有限公司,SP4406821010165364,09/02/2013,佛山市南海区桂城叠北海八路庆云村沙洲围,预包装食品,批发兼零售, , ,23.068822,113.114368,桂城街道,S113(桂丹路)
 佛山市南海区大沥日斗百货店,SP4406821050162531,08/15/2013,佛山市南海区大沥镇盐步东秀盐秀路聚龙路段天隆城临档三区02号,预包装食品,零售, , ,23.092681,113.192564,大沥镇,聚龙大道
 珠海嘉伦药业集团光彩大药房连锁有限公司南海始信分店,SP4406821010164628,08/26/2013,佛山市南海区桂城怡翠花园紫荆苑首层B6号,预包装食品,零售, , ,23.196679,112.854691,云东海街道,彩云路
 佛山市南海区桃福日杂店,SP4406821050165824,09/07/2013,佛山市南海区官窑七甫管理区厚福村振兴北路1号地下首层,预包装食品,零售, , ,23.228678,113.073776,狮山镇,振兴北路
 佛山市南海区大沥尹良金预包装食品店,SP4406821050164166,08/24/2013,佛山市南海区大沥镇黄岐北一新村中北一路3号,预包装食品,零售, , ,23.12376,113.177396,大沥镇,中北一路
 佛山市南海区宝洪水店,SP4406821050164617,08/26/2013,佛山市南海区桂城平洲商业城B型住宅第七幢104号,预包装食品,零售, , ,22.997871,113.230508,桂城街道,林岳大道
